ID,Situation,NP,Scenario,Syntactic_Position,Definiteness,Rating
30,New_Situation,Two,AN1,Subject,The,100
30,New_Situation,Two,AN5,Subject,The,100
31,New_Situation,Two,IN2,Object,The,100
31,New_Situation,Two,IN6,Object,The,100
31,New_Situation,Two,AN4,Object,The,100
32,New_Situation,Two,IN3,Object,The,88
32,New_Situation,Two,AN1,Subject,The,79
32,New_Situation,Two,AN5,Subject,The,69
33,New_Situation,Two,IN4,Subject,The,100
33,New_Situation,Two,AN2,Object,The,80
33,New_Situation,Two,AN6,Object,The,90
34,New_Situation,Two,IN1,Object,The,74
34,New_Situation,Two,IN5,Object,The,33
34,New_Situation,Two,AN3,Object,The,18
35,New_Situation,Two,IN4,Subject,The,100
35,New_Situation,Two,AN2,Object,The,88
35,New_Situation,Two,AN6,Object,The,68
36,New_Situation,Two,IN3,Object,The,100
36,New_Situation,Two,AN1,Subject,The,100
36,New_Situation,Two,AN5,Subject,The,100
37,New_Situation,Two,IN2,Object,The,99
37,New_Situation,Two,IN6,Object,The,74
37,New_Situation,Two,AN4,Object,The,73
38,New_Situation,Two,IN2,Object,The,94
38,New_Situation,Two,IN6,Object,The,92
38,New_Situation,Two,AN4,Object,The,89
39,New_Situation,Two,IN1,Object,The,100
39,New_Situation,Two,IN5,Object,The,100
39,New_Situation,Two,AN3,Object,The,100
40,New_Situation,Two,IN3,Object,The,62
40,New_Situation,Two,AN1,Subject,The,78
40,New_Situation,Two,AN5,Subject,The,59
41,New_Situation,Two,IN4,Subject,The,87
41,New_Situation,Two,AN2,Object,The,69
41,New_Situation,Two,AN6,Object,The,68
42,New_Situation,Two,IN2,Object,The,92
42,New_Situation,Two,IN6,Object,The,100
42,New_Situation,Two,AN4,Object,The,75
43,New_Situation,Two,IN4,Subject,The,94
43,New_Situation,Two,AN2,Object,The,93
43,New_Situation,Two,AN6,Object,The,98
44,New_Situation,Two,IN3,Object,The,100
44,New_Situation,Two,AN1,Subject,The,100
44,New_Situation,Two,AN5,Subject,The,95
45,New_Situation,Two,IN1,Object,The,70
45,New_Situation,Two,IN5,Object,The,48
45,New_Situation,Two,AN3,Object,The,38
46,New_Situation,Two,IN2,Object,The,76
46,New_Situation,Two,IN6,Object,The,40
46,New_Situation,Two,AN4,Object,The,64
47,New_Situation,Two,IN3,Object,The,74
47,New_Situation,Two,AN1,Subject,The,72
47,New_Situation,Two,AN5,Subject,The,89
48,New_Situation,Two,IN4,Subject,The,90
48,New_Situation,Two,AN2,Object,The,95
48,New_Situation,Two,AN6,Object,The,99
49,New_Situation,Two,IN1,Object,The,78
49,New_Situation,Two,IN5,Object,The,100
49,New_Situation,Two,AN3,Object,The,100
50,New_Situation,Two,IN4,Subject,The,85
50,New_Situation,Two,AN2,Object,The,70
50,New_Situation,Two,AN6,Object,The,77
51,New_Situation,Two,IN3,Object,The,100
51,New_Situation,Two,AN1,Subject,The,100
51,New_Situation,Two,AN5,Subject,The,69
52,New_Situation,Two,IN2,Object,The,34
52,New_Situation,Two,IN6,Object,The,92
52,New_Situation,Two,AN4,Object,The,34
53,New_Situation,Two,IN1,Object,The,73
53,New_Situation,Two,IN5,Object,The,47
53,New_Situation,Two,AN3,Object,The,80
54,New_Situation,Two,IN4,Subject,The,100
54,New_Situation,Two,AN2,Object,The,100
54,New_Situation,Two,AN6,Object,The,69
55,New_Situation,Two,IN3,Object,The,92
55,New_Situation,Two,AN1,Subject,The,57
55,New_Situation,Two,AN5,Subject,The,90
56,New_Situation,Two,IN1,Object,The,55
56,New_Situation,Two,IN5,Object,The,63
56,New_Situation,Two,AN3,Object,The,75
57,New_Situation,Two,IN2,Object,The,100
57,New_Situation,Two,IN6,Object,The,100
57,New_Situation,Two,AN4,Object,The,70
58,New_Situation,Two,IN3,Object,The,66
58,New_Situation,Two,AN1,Subject,The,85
58,New_Situation,Two,AN5,Subject,The,80
59,New_Situation,Two,IN4,Subject,The,100
59,New_Situation,Two,AN2,Object,The,100
59,New_Situation,Two,AN6,Object,The,100
60,New_Situation,Two,IN1,Object,The,40
60,New_Situation,Two,IN5,Object,The,75
60,New_Situation,Two,AN3,Object,The,55
61,New_Situation,Two,IN4,Subject,The,59
61,New_Situation,Two,AN2,Object,The,66
61,New_Situation,Two,AN6,Object,The,71
62,New_Situation,Two,IN2,Object,The,78
62,New_Situation,Two,IN6,Object,The,81
62,New_Situation,Two,AN4,Object,The,78
63,New_Situation,Two,IN2,Object,The,100
63,New_Situation,Two,IN6,Object,The,100
63,New_Situation,Two,AN4,Object,The,89
1,Same_Situation,One,IN3,Subject,That,100
1,Same_Situation,One,AN1,Subject,That,31
1,Same_Situation,One,AN5,Object,That,61
2,Same_Situation,One,IN2,Subject,That,75
2,Same_Situation,One,IN6,Subject,That,17
2,Same_Situation,One,AN4,Subject,That,34
3,Same_Situation,One,IN1,Subject,That,16
3,Same_Situation,One,IN5,Object,That,4
3,Same_Situation,One,AN3,Subject,That,4
4,Same_Situation,One,IN1,Subject,That,79
4,Same_Situation,One,IN5,Object,That,100
4,Same_Situation,One,AN3,Subject,That,60
5,Same_Situation,One,IN3,Subject,That,9
5,Same_Situation,One,AN1,Subject,That,30
5,Same_Situation,One,AN5,Object,That,27
6,Same_Situation,One,IN4,Object,That,0
6,Same_Situation,One,AN2,Subject,That,0
6,Same_Situation,One,AN6,Subject,That,18
7,Same_Situation,One,IN2,Subject,That,100
7,Same_Situation,One,IN6,Subject,That,80
7,Same_Situation,One,AN4,Subject,That,96
8,Same_Situation,One,IN2,Subject,That,70
8,Same_Situation,One,IN6,Subject,That,40
8,Same_Situation,One,AN4,Subject,That,42
9,Same_Situation,One,IN4,Object,That,100
9,Same_Situation,One,AN2,Subject,That,100
9,Same_Situation,One,AN6,Subject,That,100
10,Same_Situation,One,IN3,Subject,That,48
10,Same_Situation,One,AN1,Subject,That,15
10,Same_Situation,One,AN5,Object,That,73
11,Same_Situation,One,IN2,Subject,That,92
11,Same_Situation,One,IN6,Subject,That,20
11,Same_Situation,One,AN4,Subject,That,24
12,Same_Situation,One,IN4,Object,That,91
12,Same_Situation,One,AN2,Subject,That,93
12,Same_Situation,One,AN6,Subject,That,94
13,Same_Situation,One,IN1,Subject,That,28
13,Same_Situation,One,IN5,Object,That,38
13,Same_Situation,One,AN3,Subject,That,35
14,Same_Situation,One,IN3,Subject,That,33
14,Same_Situation,One,AN1,Subject,That,18
14,Same_Situation,One,AN5,Object,That,30
16,Same_Situation,One,IN4,Object,That,72
16,Same_Situation,One,AN2,Subject,That,100
16,Same_Situation,One,AN6,Subject,That,39
17,Same_Situation,One,IN2,Subject,That,88
17,Same_Situation,One,IN6,Subject,That,87
17,Same_Situation,One,AN4,Subject,That,76
18,Same_Situation,One,IN3,Subject,That,8
18,Same_Situation,One,AN1,Subject,That,11
18,Same_Situation,One,AN5,Object,That,33
19,Same_Situation,One,IN4,Object,That,83
19,Same_Situation,One,AN2,Subject,That,39
19,Same_Situation,One,AN6,Subject,That,82
20,Same_Situation,One,IN3,Subject,That,90
20,Same_Situation,One,AN1,Subject,That,100
20,Same_Situation,One,AN5,Object,That,90
21,Same_Situation,One,IN2,Subject,That,100
21,Same_Situation,One,IN6,Subject,That,43
21,Same_Situation,One,AN4,Subject,That,100
22,Same_Situation,One,IN3,Subject,That,15
22,Same_Situation,One,AN1,Subject,That,6
22,Same_Situation,One,AN5,Object,That,9
23,Same_Situation,One,IN1,Subject,That,75
23,Same_Situation,One,IN5,Object,That,73
23,Same_Situation,One,AN3,Subject,That,46
24,Same_Situation,One,IN2,Subject,That,95
24,Same_Situation,One,IN6,Subject,That,50
24,Same_Situation,One,AN4,Subject,That,65
25,Same_Situation,One,IN1,Subject,That,100
25,Same_Situation,One,IN5,Object,That,100
25,Same_Situation,One,AN3,Subject,That,78
26,Same_Situation,One,IN4,Object,That,31
26,Same_Situation,One,AN2,Subject,That,23
26,Same_Situation,One,AN6,Subject,That,12
27,Same_Situation,One,IN1,Subject,That,88
27,Same_Situation,One,IN5,Object,That,66
27,Same_Situation,One,AN3,Subject,That,32
28,Same_Situation,One,IN3,Subject,That,77
28,Same_Situation,One,AN1,Subject,That,62
28,Same_Situation,One,AN5,Object,That,71
29,Same_Situation,One,IN2,Subject,That,100
29,Same_Situation,One,IN6,Subject,That,61
29,Same_Situation,One,AN4,Subject,That,100
30,Same_Situation,One,IN4,Object,That,70
30,Same_Situation,One,AN2,Subject,That,70
30,Same_Situation,One,AN6,Subject,That,0
31,Same_Situation,One,IN3,Subject,That,71
31,Same_Situation,One,AN1,Subject,That,97
31,Same_Situation,One,AN5,Object,That,93
32,Same_Situation,One,IN4,Object,That,85
32,Same_Situation,One,AN2,Subject,That,89
32,Same_Situation,One,AN6,Subject,That,82
33,Same_Situation,One,IN1,Subject,That,55
33,Same_Situation,One,IN5,Object,That,60
33,Same_Situation,One,AN3,Subject,That,70
34,Same_Situation,One,IN2,Subject,That,89
34,Same_Situation,One,IN6,Subject,That,55
34,Same_Situation,One,AN4,Subject,That,37
35,Same_Situation,One,IN1,Subject,That,0
35,Same_Situation,One,IN5,Object,That,68
35,Same_Situation,One,AN3,Subject,That,23
36,Same_Situation,One,IN4,Object,That,66
36,Same_Situation,One,AN2,Subject,That,19
36,Same_Situation,One,AN6,Subject,That,23
37,Same_Situation,One,IN3,Subject,That,69
37,Same_Situation,One,AN1,Subject,That,51
37,Same_Situation,One,AN5,Object,That,96
38,Same_Situation,One,IN3,Subject,That,58
38,Same_Situation,One,AN1,Subject,That,66
38,Same_Situation,One,AN5,Object,That,58
39,Same_Situation,One,IN2,Subject,That,100
39,Same_Situation,One,IN6,Subject,That,0
39,Same_Situation,One,AN4,Subject,That,0
40,Same_Situation,One,IN4,Object,That,14
40,Same_Situation,One,AN2,Subject,That,20
40,Same_Situation,One,AN6,Subject,That,18
41,Same_Situation,One,IN1,Subject,That,56
41,Same_Situation,One,IN5,Object,That,41
41,Same_Situation,One,AN3,Subject,That,0
42,Same_Situation,One,IN3,Subject,That,19
42,Same_Situation,One,AN1,Subject,That,37
42,Same_Situation,One,AN5,Object,That,44
43,Same_Situation,One,IN1,Subject,That,51
43,Same_Situation,One,IN5,Object,That,90
43,Same_Situation,One,AN3,Subject,That,55
44,Same_Situation,One,IN4,Object,That,84
44,Same_Situation,One,AN2,Subject,That,89
44,Same_Situation,One,AN6,Subject,That,21
45,Same_Situation,One,IN2,Subject,That,79
45,Same_Situation,One,IN6,Subject,That,66
45,Same_Situation,One,AN4,Subject,That,73
46,Same_Situation,One,IN3,Subject,That,55
46,Same_Situation,One,AN1,Subject,That,38
46,Same_Situation,One,AN5,Object,That,82
47,Same_Situation,One,IN4,Object,That,57
47,Same_Situation,One,AN2,Subject,That,83
47,Same_Situation,One,AN6,Subject,That,93
48,Same_Situation,One,IN1,Subject,That,84
48,Same_Situation,One,IN5,Object,That,85
48,Same_Situation,One,AN3,Subject,That,10
49,Same_Situation,One,IN2,Subject,That,95
49,Same_Situation,One,IN6,Subject,That,6
49,Same_Situation,One,AN4,Subject,That,11
50,Same_Situation,One,IN1,Subject,That,5
50,Same_Situation,One,IN5,Object,That,67
50,Same_Situation,One,AN3,Subject,That,10
51,Same_Situation,One,IN4,Object,That,2
51,Same_Situation,One,AN2,Subject,That,0
51,Same_Situation,One,AN6,Subject,That,0
52,Same_Situation,One,IN3,Subject,That,10
52,Same_Situation,One,AN1,Subject,That,41
52,Same_Situation,One,AN5,Object,That,40
53,Same_Situation,One,IN2,Subject,That,78
53,Same_Situation,One,IN6,Subject,That,100
53,Same_Situation,One,AN4,Subject,That,79
54,Same_Situation,One,IN1,Subject,That,0
54,Same_Situation,One,IN5,Object,That,100
54,Same_Situation,One,AN3,Subject,That,0
55,Same_Situation,One,IN4,Object,That,76
55,Same_Situation,One,AN2,Subject,That,80
55,Same_Situation,One,AN6,Subject,That,74
56,Same_Situation,One,IN2,Subject,That,86
56,Same_Situation,One,IN6,Subject,That,5
56,Same_Situation,One,AN4,Subject,That,94
57,Same_Situation,One,IN3,Subject,That,0
57,Same_Situation,One,AN1,Subject,That,80
57,Same_Situation,One,AN5,Object,That,100
58,Same_Situation,One,IN4,Object,That,40
58,Same_Situation,One,AN2,Subject,That,81
58,Same_Situation,One,AN6,Subject,That,69
59,Same_Situation,One,IN1,Subject,That,12
59,Same_Situation,One,IN5,Object,That,8
59,Same_Situation,One,AN3,Subject,That,0
60,Same_Situation,One,IN2,Subject,That,94
60,Same_Situation,One,IN6,Subject,That,23
60,Same_Situation,One,AN4,Subject,That,52
61,Same_Situation,One,IN1,Subject,That,74
61,Same_Situation,One,IN5,Object,That,76
61,Same_Situation,One,AN3,Subject,That,59
62,Same_Situation,One,IN3,Subject,That,15
62,Same_Situation,One,AN1,Subject,That,21
62,Same_Situation,One,AN5,Object,That,21
63,Same_Situation,One,IN3,Subject,That,90
63,Same_Situation,One,AN1,Subject,That,92
63,Same_Situation,One,AN5,Object,That,92
1,Same_Situation,One,IN3,Subject,The,92
1,Same_Situation,One,AN1,Subject,The,100
1,Same_Situation,One,AN5,Object,The,100
2,Same_Situation,One,IN2,Subject,The,26
2,Same_Situation,One,IN6,Subject,The,66
2,Same_Situation,One,AN4,Subject,The,76
3,Same_Situation,One,IN1,Subject,The,95
3,Same_Situation,One,IN5,Object,The,96
3,Same_Situation,One,AN3,Subject,The,96
4,Same_Situation,One,IN1,Subject,The,68
4,Same_Situation,One,IN5,Object,The,0
4,Same_Situation,One,AN3,Subject,The,90
5,Same_Situation,One,IN3,Subject,The,66
5,Same_Situation,One,AN1,Subject,The,74
5,Same_Situation,One,AN5,Object,The,76
6,Same_Situation,One,IN4,Object,The,100
6,Same_Situation,One,AN2,Subject,The,99
6,Same_Situation,One,AN6,Subject,The,100
7,Same_Situation,One,IN2,Subject,The,100
7,Same_Situation,One,IN6,Subject,The,100
7,Same_Situation,One,AN4,Subject,The,100
8,Same_Situation,One,IN2,Subject,The,41
8,Same_Situation,One,IN6,Subject,The,62
8,Same_Situation,One,AN4,Subject,The,61
9,Same_Situation,One,IN4,Object,The,100
9,Same_Situation,One,AN2,Subject,The,100
9,Same_Situation,One,AN6,Subject,The,100
10,Same_Situation,One,IN3,Subject,The,90
10,Same_Situation,One,AN1,Subject,The,100
10,Same_Situation,One,AN5,Object,The,98
11,Same_Situation,One,IN2,Subject,The,29
11,Same_Situation,One,IN6,Subject,The,89
11,Same_Situation,One,AN4,Subject,The,100
12,Same_Situation,One,IN4,Object,The,100
12,Same_Situation,One,AN2,Subject,The,100
12,Same_Situation,One,AN6,Subject,The,100
13,Same_Situation,One,IN1,Subject,The,78
13,Same_Situation,One,IN5,Object,The,68
13,Same_Situation,One,AN3,Subject,The,70
14,Same_Situation,One,IN3,Subject,The,85
14,Same_Situation,One,AN1,Subject,The,83
14,Same_Situation,One,AN5,Object,The,90
16,Same_Situation,One,IN4,Object,The,90
16,Same_Situation,One,AN2,Subject,The,89
16,Same_Situation,One,AN6,Subject,The,85
17,Same_Situation,One,IN2,Subject,The,75
17,Same_Situation,One,IN6,Subject,The,100
17,Same_Situation,One,AN4,Subject,The,98
18,Same_Situation,One,IN3,Subject,The,87
18,Same_Situation,One,AN1,Subject,The,91
18,Same_Situation,One,AN5,Object,The,86
19,Same_Situation,One,IN4,Object,The,83
19,Same_Situation,One,AN2,Subject,The,84
19,Same_Situation,One,AN6,Subject,The,76
20,Same_Situation,One,IN3,Subject,The,100
20,Same_Situation,One,AN1,Subject,The,100
20,Same_Situation,One,AN5,Object,The,100
21,Same_Situation,One,IN2,Subject,The,87
21,Same_Situation,One,IN6,Subject,The,100
21,Same_Situation,One,AN4,Subject,The,40
22,Same_Situation,One,IN3,Subject,The,83
22,Same_Situation,One,AN1,Subject,The,91
22,Same_Situation,One,AN5,Object,The,88
23,Same_Situation,One,IN1,Subject,The,40
23,Same_Situation,One,IN5,Object,The,44
23,Same_Situation,One,AN3,Subject,The,85
24,Same_Situation,One,IN2,Subject,The,55
24,Same_Situation,One,IN6,Subject,The,90
24,Same_Situation,One,AN4,Subject,The,95
25,Same_Situation,One,IN1,Subject,The,94
25,Same_Situation,One,IN5,Object,The,97
25,Same_Situation,One,AN3,Subject,The,94
26,Same_Situation,One,IN4,Object,The,84
26,Same_Situation,One,AN2,Subject,The,65
26,Same_Situation,One,AN6,Subject,The,89
27,Same_Situation,One,IN1,Subject,The,44
27,Same_Situation,One,IN5,Object,The,83
27,Same_Situation,One,AN3,Subject,The,90
28,Same_Situation,One,IN3,Subject,The,97
28,Same_Situation,One,AN1,Subject,The,93
28,Same_Situation,One,AN5,Object,The,80
29,Same_Situation,One,IN2,Subject,The,10
29,Same_Situation,One,IN6,Subject,The,100
29,Same_Situation,One,AN4,Subject,The,90
30,Same_Situation,One,IN4,Object,The,100
30,Same_Situation,One,AN2,Subject,The,100
30,Same_Situation,One,AN6,Subject,The,100
31,Same_Situation,One,IN3,Subject,The,67
31,Same_Situation,One,AN1,Subject,The,100
31,Same_Situation,One,AN5,Object,The,100
32,Same_Situation,One,IN4,Object,The,8
32,Same_Situation,One,AN2,Subject,The,2
32,Same_Situation,One,AN6,Subject,The,11
33,Same_Situation,One,IN1,Subject,The,100
33,Same_Situation,One,IN5,Object,The,100
33,Same_Situation,One,AN3,Subject,The,100
34,Same_Situation,One,IN2,Subject,The,65
34,Same_Situation,One,IN6,Subject,The,94
34,Same_Situation,One,AN4,Subject,The,94
35,Same_Situation,One,IN1,Subject,The,93
35,Same_Situation,One,IN5,Object,The,92
35,Same_Situation,One,AN3,Subject,The,100
36,Same_Situation,One,IN4,Object,The,100
36,Same_Situation,One,AN2,Subject,The,79
36,Same_Situation,One,AN6,Subject,The,100
37,Same_Situation,One,IN3,Subject,The,86
37,Same_Situation,One,AN1,Subject,The,100
37,Same_Situation,One,AN5,Object,The,86
38,Same_Situation,One,IN3,Subject,The,92
38,Same_Situation,One,AN1,Subject,The,95
38,Same_Situation,One,AN5,Object,The,90
39,Same_Situation,One,IN2,Subject,The,0
39,Same_Situation,One,IN6,Subject,The,100
39,Same_Situation,One,AN4,Subject,The,100
40,Same_Situation,One,IN4,Object,The,75
40,Same_Situation,One,AN2,Subject,The,79
40,Same_Situation,One,AN6,Subject,The,83
41,Same_Situation,One,IN1,Subject,The,90
41,Same_Situation,One,IN5,Object,The,100
41,Same_Situation,One,AN3,Subject,The,100
42,Same_Situation,One,IN3,Subject,The,100
42,Same_Situation,One,AN1,Subject,The,100
42,Same_Situation,One,AN5,Object,The,100
43,Same_Situation,One,IN1,Subject,The,97
43,Same_Situation,One,IN5,Object,The,95
43,Same_Situation,One,AN3,Subject,The,96
44,Same_Situation,One,IN4,Object,The,100
44,Same_Situation,One,AN2,Subject,The,100
44,Same_Situation,One,AN6,Subject,The,100
45,Same_Situation,One,IN2,Subject,The,68
45,Same_Situation,One,IN6,Subject,The,83
45,Same_Situation,One,AN4,Subject,The,89
46,Same_Situation,One,IN3,Subject,The,93
46,Same_Situation,One,AN1,Subject,The,77
46,Same_Situation,One,AN5,Object,The,63
47,Same_Situation,One,IN4,Object,The,100
47,Same_Situation,One,AN2,Subject,The,88
47,Same_Situation,One,AN6,Subject,The,94
48,Same_Situation,One,IN1,Subject,The,84
48,Same_Situation,One,IN5,Object,The,86
48,Same_Situation,One,AN3,Subject,The,99
49,Same_Situation,One,IN2,Subject,The,14
49,Same_Situation,One,IN6,Subject,The,100
49,Same_Situation,One,AN4,Subject,The,87
50,Same_Situation,One,IN1,Subject,The,82
50,Same_Situation,One,IN5,Object,The,31
50,Same_Situation,One,AN3,Subject,The,83
51,Same_Situation,One,IN4,Object,The,100
51,Same_Situation,One,AN2,Subject,The,100
51,Same_Situation,One,AN6,Subject,The,100
52,Same_Situation,One,IN3,Subject,The,91
52,Same_Situation,One,AN1,Subject,The,82
52,Same_Situation,One,AN5,Object,The,65
53,Same_Situation,One,IN2,Subject,The,88
53,Same_Situation,One,IN6,Subject,The,100
53,Same_Situation,One,AN4,Subject,The,73
54,Same_Situation,One,IN1,Subject,The,100
54,Same_Situation,One,IN5,Object,The,0
54,Same_Situation,One,AN3,Subject,The,100
55,Same_Situation,One,IN4,Object,The,85
55,Same_Situation,One,AN2,Subject,The,94
55,Same_Situation,One,AN6,Subject,The,90
56,Same_Situation,One,IN2,Subject,The,24
56,Same_Situation,One,IN6,Subject,The,94
56,Same_Situation,One,AN4,Subject,The,18
57,Same_Situation,One,IN3,Subject,The,100
57,Same_Situation,One,AN1,Subject,The,100
57,Same_Situation,One,AN5,Object,The,36
58,Same_Situation,One,IN4,Object,The,100
58,Same_Situation,One,AN2,Subject,The,100
58,Same_Situation,One,AN6,Subject,The,100
59,Same_Situation,One,IN1,Subject,The,100
59,Same_Situation,One,IN5,Object,The,100
59,Same_Situation,One,AN3,Subject,The,100
60,Same_Situation,One,IN2,Subject,The,32
60,Same_Situation,One,IN6,Subject,The,88
60,Same_Situation,One,AN4,Subject,The,77
61,Same_Situation,One,IN1,Subject,The,67
61,Same_Situation,One,IN5,Object,The,69
61,Same_Situation,One,AN3,Subject,The,81
62,Same_Situation,One,IN3,Subject,The,100
62,Same_Situation,One,AN1,Subject,The,100
62,Same_Situation,One,AN5,Object,The,100
63,Same_Situation,One,IN3,Subject,The,89
63,Same_Situation,One,AN1,Subject,The,92
63,Same_Situation,One,AN5,Object,The,92
1,Same_Situation,Two,IN4,Object,That,40
1,Same_Situation,Two,AN2,Subject,That,37
1,Same_Situation,Two,AN6,Subject,That,27
2,Same_Situation,Two,IN3,Subject,That,34
2,Same_Situation,Two,AN1,Subject,That,52
2,Same_Situation,Two,AN5,Object,That,61
3,Same_Situation,Two,IN2,Subject,That,28
3,Same_Situation,Two,IN6,Subject,That,6
3,Same_Situation,Two,AN4,Subject,That,10
4,Same_Situation,Two,IN2,Subject,That,26
4,Same_Situation,Two,IN6,Subject,That,20
4,Same_Situation,Two,AN4,Subject,That,20
5,Same_Situation,Two,IN4,Object,That,21
5,Same_Situation,Two,AN2,Subject,That,19
5,Same_Situation,Two,AN6,Subject,That,21
6,Same_Situation,Two,IN1,Subject,That,7
6,Same_Situation,Two,IN5,Object,That,56
6,Same_Situation,Two,AN3,Subject,That,25
7,Same_Situation,Two,IN3,Subject,That,36
7,Same_Situation,Two,AN1,Subject,That,21
7,Same_Situation,Two,AN5,Object,That,70
8,Same_Situation,Two,IN3,Subject,That,36
8,Same_Situation,Two,AN1,Subject,That,61
8,Same_Situation,Two,AN5,Object,That,36
9,Same_Situation,Two,IN1,Subject,That,0
9,Same_Situation,Two,IN5,Object,That,28
9,Same_Situation,Two,AN3,Subject,That,0
10,Same_Situation,Two,IN4,Object,That,20
10,Same_Situation,Two,AN2,Subject,That,14
10,Same_Situation,Two,AN6,Subject,That,28
11,Same_Situation,Two,IN3,Subject,That,18
11,Same_Situation,Two,AN1,Subject,That,29
11,Same_Situation,Two,AN5,Object,That,0
12,Same_Situation,Two,IN1,Subject,That,64
12,Same_Situation,Two,IN5,Object,That,56
12,Same_Situation,Two,AN3,Subject,That,76
13,Same_Situation,Two,IN2,Subject,That,18
13,Same_Situation,Two,IN6,Subject,That,34
13,Same_Situation,Two,AN4,Subject,That,33
14,Same_Situation,Two,IN4,Object,That,23
14,Same_Situation,Two,AN2,Subject,That,33
14,Same_Situation,Two,AN6,Subject,That,21
16,Same_Situation,Two,IN1,Subject,That,64
16,Same_Situation,Two,IN5,Object,That,54
16,Same_Situation,Two,AN3,Subject,That,75
17,Same_Situation,Two,IN3,Subject,That,59
17,Same_Situation,Two,AN1,Subject,That,31
17,Same_Situation,Two,AN5,Object,That,63
18,Same_Situation,Two,IN4,Object,That,12
18,Same_Situation,Two,AN2,Subject,That,5
18,Same_Situation,Two,AN6,Subject,That,22
19,Same_Situation,Two,IN1,Subject,That,60
19,Same_Situation,Two,IN5,Object,That,77
19,Same_Situation,Two,AN3,Subject,That,69
20,Same_Situation,Two,IN4,Object,That,56
20,Same_Situation,Two,AN2,Subject,That,75
20,Same_Situation,Two,AN6,Subject,That,54
21,Same_Situation,Two,IN3,Subject,That,20
21,Same_Situation,Two,AN1,Subject,That,0
21,Same_Situation,Two,AN5,Object,That,100
22,Same_Situation,Two,IN4,Object,That,9
22,Same_Situation,Two,AN2,Subject,That,10
22,Same_Situation,Two,AN6,Subject,That,24
23,Same_Situation,Two,IN2,Subject,That,54
23,Same_Situation,Two,IN6,Subject,That,42
23,Same_Situation,Two,AN4,Subject,That,50
24,Same_Situation,Two,IN3,Subject,That,25
24,Same_Situation,Two,AN1,Subject,That,30
24,Same_Situation,Two,AN5,Object,That,60
25,Same_Situation,Two,IN2,Subject,That,54
25,Same_Situation,Two,IN6,Subject,That,56
25,Same_Situation,Two,AN4,Subject,That,64
26,Same_Situation,Two,IN1,Subject,That,10
26,Same_Situation,Two,IN5,Object,That,11
26,Same_Situation,Two,AN3,Subject,That,5
27,Same_Situation,Two,IN2,Subject,That,62
27,Same_Situation,Two,IN6,Subject,That,60
27,Same_Situation,Two,AN4,Subject,That,76
28,Same_Situation,Two,IN4,Object,That,37
28,Same_Situation,Two,AN2,Subject,That,38
28,Same_Situation,Two,AN6,Subject,That,59
29,Same_Situation,Two,IN3,Subject,That,0
29,Same_Situation,Two,AN1,Subject,That,0
29,Same_Situation,Two,AN5,Object,That,68
30,Same_Situation,Two,IN1,Subject,That,75
30,Same_Situation,Two,IN5,Object,That,58
30,Same_Situation,Two,AN3,Subject,That,70
31,Same_Situation,Two,IN4,Object,That,53
31,Same_Situation,Two,AN2,Subject,That,43
31,Same_Situation,Two,AN6,Subject,That,67
32,Same_Situation,Two,IN1,Subject,That,18
32,Same_Situation,Two,IN5,Object,That,66
32,Same_Situation,Two,AN3,Subject,That,72
33,Same_Situation,Two,IN2,Subject,That,55
33,Same_Situation,Two,IN6,Subject,That,70
33,Same_Situation,Two,AN4,Subject,That,55
34,Same_Situation,Two,IN3,Subject,That,53
34,Same_Situation,Two,AN1,Subject,That,61
34,Same_Situation,Two,AN5,Object,That,63
35,Same_Situation,Two,IN2,Subject,That,21
35,Same_Situation,Two,IN6,Subject,That,38
35,Same_Situation,Two,AN4,Subject,That,7
36,Same_Situation,Two,IN1,Subject,That,21
36,Same_Situation,Two,IN5,Object,That,65
36,Same_Situation,Two,AN3,Subject,That,38
37,Same_Situation,Two,IN4,Object,That,65
37,Same_Situation,Two,AN2,Subject,That,0
37,Same_Situation,Two,AN6,Subject,That,0
38,Same_Situation,Two,IN4,Object,That,42
38,Same_Situation,Two,AN2,Subject,That,61
38,Same_Situation,Two,AN6,Subject,That,57
39,Same_Situation,Two,IN3,Subject,That,0
39,Same_Situation,Two,AN1,Subject,That,0
39,Same_Situation,Two,AN5,Object,That,0
40,Same_Situation,Two,IN1,Subject,That,23
40,Same_Situation,Two,IN5,Object,That,54
40,Same_Situation,Two,AN3,Subject,That,20
41,Same_Situation,Two,IN2,Subject,That,2
41,Same_Situation,Two,IN6,Subject,That,14
41,Same_Situation,Two,AN4,Subject,That,57
42,Same_Situation,Two,IN4,Object,That,45
42,Same_Situation,Two,AN2,Subject,That,8
42,Same_Situation,Two,AN6,Subject,That,59
43,Same_Situation,Two,IN2,Subject,That,45
43,Same_Situation,Two,IN6,Subject,That,44
43,Same_Situation,Two,AN4,Subject,That,59
44,Same_Situation,Two,IN1,Subject,That,69
44,Same_Situation,Two,IN5,Object,That,51
44,Same_Situation,Two,AN3,Subject,That,61
45,Same_Situation,Two,IN3,Subject,That,69
45,Same_Situation,Two,AN1,Subject,That,60
45,Same_Situation,Two,AN5,Object,That,59
46,Same_Situation,Two,IN4,Object,That,61
46,Same_Situation,Two,AN2,Subject,That,40
46,Same_Situation,Two,AN6,Subject,That,27
47,Same_Situation,Two,IN1,Subject,That,37
47,Same_Situation,Two,IN5,Object,That,25
