"ID","Situation","Referents","Animacy","Syntactic_Position","Definiteness","Rating"
26,"Same_Situation","Two","AN1","Subject","That",28
26,"Same_Situation","Two","AN1","Subject","The",28
26,"New_Situation","One","AN2","Object","The",84
26,"New_Situation","One","AN2","Object","That",9
26,"New_Situation","Two","AN3","Object","The",100
26,"New_Situation","Two","AN3","Object","That",2
26,"Same_Situation","One","AN4","Subject","That",100
26,"Same_Situation","One","AN4","Subject","The",7
26,"Same_Situation","Two","AN5","Subject","That",17
26,"Same_Situation","Two","AN5","Subject","The",87
26,"New_Situation","One","AN6","Subject","That",98
26,"New_Situation","One","AN6","Subject","The",4
27,"New_Situation","One","IN1","Object","The",99
27,"New_Situation","One","IN1","Object","That",84
27,"New_Situation","Two","IN2","Object","The",96
27,"New_Situation","Two","IN2","Object","That",22
27,"Same_Situation","One","IN3","Subject","That",99
27,"Same_Situation","One","IN3","Subject","The",100
27,"Same_Situation","Two","IN4","Subject","The",100
27,"Same_Situation","Two","IN4","Subject","That",85
27,"New_Situation","One","IN5","Object","The",100
27,"New_Situation","One","IN5","Object","That",0
27,"New_Situation","Two","IN6","Subject","That",7
27,"New_Situation","Two","IN6","Subject","The",99
27,"Same_Situation","One","AN1","Subject","The",99
27,"Same_Situation","One","AN1","Subject","That",20
27,"Same_Situation","Two","AN2","Subject","The",100
27,"Same_Situation","Two","AN2","Subject","That",7
27,"New_Situation","One","AN3","Object","That",88
27,"New_Situation","One","AN3","Object","The",98
27,"New_Situation","Two","AN4","Subject","That",8
27,"New_Situation","Two","AN4","Subject","The",100
27,"Same_Situation","One","AN5","Subject","That",92
27,"Same_Situation","One","AN5","Subject","The",100
27,"Same_Situation","Two","AN6","Subject","That",2
27,"Same_Situation","Two","AN6","Subject","The",100
28,"Same_Situation","One","IN1","Subject","That",0
28,"Same_Situation","One","IN1","Subject","The",100
28,"Same_Situation","Two","IN2","Subject","That",8
28,"Same_Situation","Two","IN2","Subject","The",100
28,"New_Situation","One","IN3","Object","That",5
28,"New_Situation","One","IN3","Object","The",100
28,"New_Situation","Two","IN4","Object","That",3
28,"New_Situation","Two","IN4","Object","The",100
28,"Same_Situation","One","IN5","Subject","That",8
28,"Same_Situation","One","IN5","Subject","The",100
28,"Same_Situation","Two","IN6","Subject","The",100
28,"Same_Situation","Two","IN6","Subject","That",22
28,"New_Situation","One","AN1","Subject","The",94
28,"New_Situation","One","AN1","Subject","That",13
28,"New_Situation","Two","AN2","Object","That",2
28,"New_Situation","Two","AN2","Object","The",100
28,"Same_Situation","One","AN3","Subject","The",100
28,"Same_Situation","One","AN3","Subject","That",8
28,"Same_Situation","Two","AN4","Subject","The",100
28,"Same_Situation","Two","AN4","Subject","That",8
28,"New_Situation","One","AN5","Object","The",100
28,"New_Situation","One","AN5","Object","That",0
28,"New_Situation","Two","AN6","Subject","The",100
28,"New_Situation","Two","AN6","Subject","That",7
29,"New_Situation","Two","IN1","Object","That",94
29,"New_Situation","Two","IN1","Object","The",80
29,"Same_Situation","One","IN2","Subject","The",75
29,"Same_Situation","One","IN2","Subject","That",93
29,"Same_Situation","Two","IN3","Subject","The",89
29,"Same_Situation","Two","IN3","Subject","That",93
29,"New_Situation","One","IN4","Object","That",90
29,"New_Situation","One","IN4","Object","The",67
29,"New_Situation","Two","IN5","Object","The",91
29,"New_Situation","Two","IN5","Object","That",62
29,"Same_Situation","One","IN6","Subject","The",72
29,"Same_Situation","One","IN6","Subject","That",93
29,"Same_Situation","Two","AN1","Subject","That",96
29,"Same_Situation","Two","AN1","Subject","The",69
29,"New_Situation","One","AN2","Object","The",65
29,"New_Situation","One","AN2","Object","That",92
29,"New_Situation","Two","AN3","Object","The",67
29,"New_Situation","Two","AN3","Object","That",90
29,"Same_Situation","One","AN4","Subject","That",80
29,"Same_Situation","One","AN4","Subject","The",81
29,"Same_Situation","Two","AN5","Subject","That",90
29,"Same_Situation","Two","AN5","Subject","The",39
29,"New_Situation","One","AN6","Subject","That",92
29,"New_Situation","One","AN6","Subject","The",92
30,"Same_Situation","Two","IN1","Object","The",100
30,"Same_Situation","Two","IN1","Object","That",29
30,"New_Situation","One","IN2","Object","That",100
30,"New_Situation","One","IN2","Object","The",100
30,"New_Situation","Two","IN3","Object","The",100
30,"New_Situation","Two","IN3","Object","That",16
30,"Same_Situation","One","IN4","Subject","The",100
30,"Same_Situation","One","IN4","Subject","That",100
30,"Same_Situation","Two","IN5","Subject","That",23
30,"Same_Situation","Two","IN5","Subject","The",100
30,"New_Situation","One","IN6","Subject","That",100
30,"New_Situation","One","IN6","Subject","The",100
30,"New_Situation","Two","AN1","Subject","That",21
30,"New_Situation","Two","AN1","Subject","The",100
30,"Same_Situation","One","AN2","Subject","That",100
30,"Same_Situation","One","AN2","Subject","The",15
30,"Same_Situation","Two","AN3","Subject","That",100
30,"Same_Situation","Two","AN3","Subject","The",100
30,"New_Situation","One","AN4","Subject","The",34
30,"New_Situation","One","AN4","Subject","That",100
30,"New_Situation","Two","AN5","Object","The",100
30,"New_Situation","Two","AN5","Object","That",100
30,"Same_Situation","One","AN6","Subject","The",100
30,"Same_Situation","One","AN6","Subject","That",100
31,"New_Situation","One","IN1","Object","The",87
31,"New_Situation","One","IN1","Object","That",76
31,"New_Situation","Two","IN2","Object","The",83
31,"New_Situation","Two","IN2","Object","That",72
31,"Same_Situation","One","IN3","Subject","That",68
31,"Same_Situation","One","IN3","Subject","The",82
31,"Same_Situation","Two","IN4","Subject","The",82
31,"Same_Situation","Two","IN4","Subject","That",77
31,"New_Situation","One","IN5","Object","The",89
31,"New_Situation","One","IN5","Object","That",73
31,"New_Situation","Two","IN6","Subject","That",77
31,"New_Situation","Two","IN6","Subject","The",89
31,"Same_Situation","One","AN1","Subject","The",81
31,"Same_Situation","One","AN1","Subject","That",65
31,"Same_Situation","Two","AN2","Subject","The",87
31,"Same_Situation","Two","AN2","Subject","That",43
31,"New_Situation","One","AN3","Object","That",89
31,"New_Situation","One","AN3","Object","The",70
31,"New_Situation","Two","AN4","Subject","That",87
31,"New_Situation","Two","AN4","Subject","The",57
31,"Same_Situation","One","AN5","Subject","That",68
31,"Same_Situation","One","AN5","Subject","The",86
31,"Same_Situation","Two","AN6","Subject","That",66
31,"Same_Situation","Two","AN6","Subject","The",86
32,"Same_Situation","One","IN1","Subject","That",0
32,"Same_Situation","One","IN1","Subject","The",100
32,"Same_Situation","Two","IN2","Subject","That",0
32,"Same_Situation","Two","IN2","Subject","The",100
32,"New_Situation","One","IN3","Object","That",100
32,"New_Situation","One","IN3","Object","The",30
32,"New_Situation","Two","IN4","Object","That",100
32,"New_Situation","Two","IN4","Object","The",1
32,"Same_Situation","One","IN5","Subject","That",20
32,"Same_Situation","One","IN5","Subject","The",90
32,"Same_Situation","Two","IN6","Subject","The",100
32,"Same_Situation","Two","IN6","Subject","That",0
32,"New_Situation","One","AN1","Subject","The",100
32,"New_Situation","One","AN1","Subject","That",40
32,"New_Situation","Two","AN2","Object","That",20
32,"New_Situation","Two","AN2","Object","The",100
32,"Same_Situation","One","AN3","Subject","The",100
32,"Same_Situation","One","AN3","Subject","That",0
32,"Same_Situation","Two","AN4","Subject","The",100
32,"Same_Situation","Two","AN4","Subject","That",0
32,"New_Situation","One","AN5","Object","The",100
32,"New_Situation","One","AN5","Object","That",90
32,"New_Situation","Two","AN6","Subject","The",100
32,"New_Situation","Two","AN6","Subject","That",0
33,"New_Situation","Two","IN1","Object","That",25
33,"New_Situation","Two","IN1","Object","The",100
33,"Same_Situation","One","IN2","Subject","The",100
33,"Same_Situation","One","IN2","Subject","That",26
33,"Same_Situation","Two","IN3","Subject","The",100
33,"Same_Situation","Two","IN3","Subject","That",34
33,"New_Situation","One","IN4","Object","That",100
33,"New_Situation","One","IN4","Object","The",68
33,"New_Situation","Two","IN5","Object","The",100
33,"New_Situation","Two","IN5","Object","That",100
33,"Same_Situation","One","IN6","Subject","The",100
33,"Same_Situation","One","IN6","Subject","That",75
33,"Same_Situation","Two","AN1","Subject","That",75
33,"Same_Situation","Two","AN1","Subject","The",100
33,"New_Situation","One","AN2","Object","The",100
33,"New_Situation","One","AN2","Object","That",100
33,"New_Situation","Two","AN3","Object","The",100
33,"New_Situation","Two","AN3","Object","That",100
33,"Same_Situation","One","AN4","Subject","That",100
33,"Same_Situation","One","AN4","Subject","The",100
33,"Same_Situation","Two","AN5","Subject","That",100
33,"Same_Situation","Two","AN5","Subject","The",90
33,"New_Situation","One","AN6","Subject","That",100
33,"New_Situation","One","AN6","Subject","The",80
34,"New_Situation","One","IN1","Object","The",29
34,"New_Situation","One","IN1","Object","That",100
34,"New_Situation","Two","IN2","Object","The",100
34,"New_Situation","Two","IN2","Object","That",71
34,"Same_Situation","One","IN3","Subject","That",95
34,"Same_Situation","One","IN3","Subject","The",78
34,"Same_Situation","Two","IN4","Subject","The",100
34,"Same_Situation","Two","IN4","Subject","That",96
34,"New_Situation","One","IN5","Object","The",100
34,"New_Situation","One","IN5","Object","That",35
34,"New_Situation","Two","IN6","Subject","That",98
34,"New_Situation","Two","IN6","Subject","The",89
34,"Same_Situation","One","AN1","Subject","The",100
34,"Same_Situation","One","AN1","Subject","That",39
34,"Same_Situation","Two","AN2","Subject","The",100
34,"Same_Situation","Two","AN2","Subject","That",82
34,"New_Situation","One","AN3","Object","That",100
34,"New_Situation","One","AN3","Object","The",34
34,"New_Situation","Two","AN4","Subject","That",94
34,"New_Situation","Two","AN4","Subject","The",89
34,"Same_Situation","One","AN5","Subject","That",94
34,"Same_Situation","One","AN5","Subject","The",64
34,"Same_Situation","Two","AN6","Subject","That",100
34,"Same_Situation","Two","AN6","Subject","The",100
35,"Same_Situation","Two","IN1","Object","The",100
35,"Same_Situation","Two","IN1","Object","That",0
35,"New_Situation","One","IN2","Object","That",100
35,"New_Situation","One","IN2","Object","The",0
35,"New_Situation","Two","IN3","Object","The",100
35,"New_Situation","Two","IN3","Object","That",0
35,"Same_Situation","One","IN4","Subject","The",100
35,"Same_Situation","One","IN4","Subject","That",0
35,"Same_Situation","Two","IN5","Subject","That",1
35,"Same_Situation","Two","IN5","Subject","The",100
35,"New_Situation","One","IN6","Subject","That",0
35,"New_Situation","One","IN6","Subject","The",100
35,"New_Situation","Two","AN1","Subject","That",90
35,"New_Situation","Two","AN1","Subject","The",11
35,"Same_Situation","One","AN2","Subject","That",0
35,"Same_Situation","One","AN2","Subject","The",100
35,"Same_Situation","Two","AN3","Subject","That",0
35,"Same_Situation","Two","AN3","Subject","The",100
35,"New_Situation","One","AN4","Subject","The",0
35,"New_Situation","One","AN4","Subject","That",100
35,"New_Situation","Two","AN5","Object","The",100
35,"New_Situation","Two","AN5","Object","That",0
35,"Same_Situation","One","AN6","Subject","The",100
35,"Same_Situation","One","AN6","Subject","That",6
36,"Same_Situation","One","IN1","Subject","That",100
36,"Same_Situation","One","IN1","Subject","The",98
36,"Same_Situation","Two","IN2","Subject","That",100
36,"Same_Situation","Two","IN2","Subject","The",100
36,"New_Situation","One","IN3","Object","That",100
36,"New_Situation","One","IN3","Object","The",100
36,"New_Situation","Two","IN4","Object","That",100
36,"New_Situation","Two","IN4","Object","The",100
36,"Same_Situation","One","IN5","Subject","That",100
36,"Same_Situation","One","IN5","Subject","The",99
36,"Same_Situation","Two","IN6","Subject","The",100
36,"Same_Situation","Two","IN6","Subject","That",0
36,"New_Situation","One","AN1","Subject","The",100
36,"New_Situation","One","AN1","Subject","That",100
36,"New_Situation","Two","AN2","Object","That",100
36,"New_Situation","Two","AN2","Object","The",100
36,"Same_Situation","One","AN3","Subject","The",100
36,"Same_Situation","One","AN3","Subject","That",0
36,"Same_Situation","Two","AN4","Subject","The",100
36,"Same_Situation","Two","AN4","Subject","That",0
36,"New_Situation","One","AN5","Object","The",100
36,"New_Situation","One","AN5","Object","That",100
36,"New_Situation","Two","AN6","Subject","The",100
36,"New_Situation","Two","AN6","Subject","That",100
37,"Same_Situation","Two","IN1","Object","The",100
37,"Same_Situation","Two","IN1","Object","That",79
37,"New_Situation","One","IN2","Object","That",100
37,"New_Situation","One","IN2","Object","The",84
37,"New_Situation","Two","IN3","Object","The",100
37,"New_Situation","Two","IN3","Object","That",93
37,"Same_Situation","One","IN4","Subject","The",100
37,"Same_Situation","One","IN4","Subject","That",80
37,"Same_Situation","Two","IN5","Subject","That",80
37,"Same_Situation","Two","IN5","Subject","The",100
37,"New_Situation","One","IN6","Subject","That",100
37,"New_Situation","One","IN6","Subject","The",100
37,"New_Situation","Two","AN1","Subject","That",20
37,"New_Situation","Two","AN1","Subject","The",100
37,"Same_Situation","One","AN2","Subject","That",80
37,"Same_Situation","One","AN2","Subject","The",100
37,"Same_Situation","Two","AN3","Subject","That",24
37,"Same_Situation","Two","AN3","Subject","The",100
37,"New_Situation","One","AN4","Subject","The",100
37,"New_Situation","One","AN4","Subject","That",94
37,"New_Situation","Two","AN5","Object","The",100
37,"New_Situation","Two","AN5","Object","That",14
37,"Same_Situation","One","AN6","Subject","The",100
37,"Same_Situation","One","AN6","Subject","That",90
38,"New_Situation","One","IN1","Object","The",79
38,"New_Situation","One","IN1","Object","That",99
38,"New_Situation","Two","IN2","Object","The",100
38,"New_Situation","Two","IN2","Object","That",100
38,"Same_Situation","One","IN3","Subject","That",100
38,"Same_Situation","One","IN3","Subject","The",100
38,"Same_Situation","Two","IN4","Subject","The",100
38,"Same_Situation","Two","IN4","Subject","That",82
38,"New_Situation","One","IN5","Object","The",100
38,"New_Situation","One","IN5","Object","That",100
38,"New_Situation","Two","IN6","Subject","That",0
38,"New_Situation","Two","IN6","Subject","The",100
38,"Same_Situation","One","AN1","Subject","The",100
38,"Same_Situation","One","AN1","Subject","That",84
38,"Same_Situation","Two","AN2","Subject","The",96
38,"Same_Situation","Two","AN2","Subject","That",23
38,"New_Situation","One","AN3","Object","That",100
38,"New_Situation","One","AN3","Object","The",50
38,"New_Situation","Two","AN4","Subject","That",100
38,"New_Situation","Two","AN4","Subject","The",100
38,"Same_Situation","One","AN5","Subject","That",100
38,"Same_Situation","One","AN5","Subject","The",81
38,"Same_Situation","Two","AN6","Subject","That",100
38,"Same_Situation","Two","AN6","Subject","The",100
39,"New_Situation","Two","IN1","Object","That",0
39,"New_Situation","Two","IN1","Object","The",100
39,"Same_Situation","One","IN2","Subject","The",100
39,"Same_Situation","One","IN2","Subject","That",0
39,"Same_Situation","Two","IN3","Subject","The",100
39,"Same_Situation","Two","IN3","Subject","That",0
39,"New_Situation","One","IN4","Object","That",0
39,"New_Situation","One","IN4","Object","The",97
39,"New_Situation","Two","IN5","Object","The",100
39,"New_Situation","Two","IN5","Object","That",0
39,"Same_Situation","One","IN6","Subject","The",100
39,"Same_Situation","One","IN6","Subject","That",0
39,"Same_Situation","Two","AN1","Subject","That",0
39,"Same_Situation","Two","AN1","Subject","The",100
39,"New_Situation","One","AN2","Object","The",95
39,"New_Situation","One","AN2","Object","That",3
39,"New_Situation","Two","AN3","Object","The",100
39,"New_Situation","Two","AN3","Object","That",0
39,"Same_Situation","One","AN4","Subject","That",9
39,"Same_Situation","One","AN4","Subject","The",100
39,"Same_Situation","Two","AN5","Subject","That",0
39,"Same_Situation","Two","AN5","Subject","The",100
39,"New_Situation","One","AN6","Subject","That",0
39,"New_Situation","One","AN6","Subject","The",100
